request
POST /tienda1/publico/entrar.jsp HTTP/1.1
GET /tienda1/imagenes/nuestratierra.jpg HTTP/1.1
GET /tienda1/miembros/imagenes/zarauz.jpg HTTP/1.1
GET /tienda1/publico/autenticar.jsp?modo=entrar&login=oskorep&pwd=abU%D1uelAdA&remember=on&B1=Entrar HTTP/1.1
GET /tienda1/global/titulo.jsp HTTP/1.1
GET /tienda1/global/titulo.jsp HTTP/1.1
GET /tienda1/imagenes/3.gif HTTP/1.1
GET /tienda1/imagenes/cmenbul.gif HTTP/1.1
GET /tienda1/publico/productos.jsp HTTP/1.1
GET /tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas HTTP/1.1
GET /tienda1/publico/caracteristicas.jsp?id=1 HTTP/1.1
GET /tienda1/miembros/imagenes/castro.jpg HTTP/1.1
GET /tienda1/imagenes/2.gif HTTP/1.1
GET /tienda1/imagenes/1.gif HTTP/1.1
GET /tienda1/global/titulo.jsp HTTP/1.1
GET /tienda1/miembros/imagenes/castro.jpg HTTP/1.1
GET /tienda1/imagenes/1.gif HTTP/1.1
GET /tienda1/miembros/imagenes/ogono.jpg HTTP/1.1
GET /tienda1/miembros/imagenes/castro.jpg HTTP/1.1
GET /tienda1/miembros/imagenes/zarauz.jpg HTTP/1.1
GET /tienda1/publico/pagar.jsp?modo=insertar&precio=7896&B1=Pasar+por+caja HTTP/1.1
GET /tienda1/miembros/editar.jsp?modo=registro&login=dyment&password=Z5R1174oSa&nombre=Sadoc&apellidos=Oruna&email=lewwis.mall%40epbx.pg&dni=62162273N&direccion=C%2F+Veinat+De+Cerdanyola%2C+3+6E&ciudad=Tagamanent&cp=09133&provincia=Le%F3n&ntc=3798715775380607&B1=Registrar HTTP/1.1
GET /tienda1/miembros/imagenes/castro.jpg HTTP/1.1
POST /tienda1/publico/autenticar.jsp HTTP/1.1
GET /tienda1/global/creditos.jsp HTTP/1.1
GET /tienda1/imagenes/logo.gif HTTP/1.1
GET /tienda1/publico/autenticar.jsp?modo=entrar&login=williams9&pwd=LaSedaD&remember=on&B1=Entrar HTTP/1.1
GET /tienda1/miembros/imagenes/castro.jpg HTTP/1.1
GET /tienda1/miembros/index.jsp HTTP/1.1
POST /tienda1/publico/entrar.jsp HTTP/1.1
GET /tienda1/miembros/index.jsp HTTP/1.1
GET /tienda1/publico/registro.jsp?modo=registro&login=mariabel&password=c2645ido&nombre=Zelma&apellidos=Dotor+Fornell&email=celik-regan%40turinga.sb&dni=95113653M&direccion=Carrer+Jaume+D%27artes+78%2C+&ciudad=Osornillo&cp=10411&provincia=Burgos&ntc=3090147546194865&B1=Registrar HTTP/1.1
GET /tienda1/publico/autenticar.jsp?modo=entrar&login=kwangchi&pwd=73spoJador&remember=off&B1=Entrar HTTP/1.1
GET /tienda1/publico/productos.jsp HTTP/1.1
GET /tienda1/publico/anadir.jsp?id=3&nombre=Jam%F3n+Ib%E9rico&precio=100&cantidad=52&B1=A%F1adir+al+carrito HTTP/1.1
GET /tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas HTTP/1.1
GET /tienda1/global/estilos.css HTTP/1.1
GET /tienda1/miembros/index.jsp HTTP/1.1
GET /tienda1/global/estilos.css HTTP/1.1
GET /tienda1/global/estilos.css HTTP/1.1
GET /tienda1/imagenes/2.gif HTTP/1.1
GET /tienda1/miembros/salir.jsp HTTP/1.1
GET /tienda1/publico/productos.jsp HTTP/1.1
POST /tienda1/publico/registro.jsp HTTP/1.1
POST /tienda1/publico/pagar.jsp HTTP/1.1
GET /tienda1/publico/vaciar.jsp?B2=Vaciar+carrito HTTP/1.1
GET /tienda1/index.jsp HTTP/1.1
GET /tienda1/miembros/index.jsp HTTP/1.1
GET /tienda1/imagenes/cmenbul.gif HTTP/1.1
POST /tienda1/publico/autenticar.jsp HTTP/1.1
POST /tienda1/publico/entrar.jsp HTTP/1.1
GET /tienda1/publico/pagar.jsp?modo=insertar&precio=6264&B1=Confirmar HTTP/1.1
GET /tienda1/publico/carrito.jsp HTTP/1.1
GET /tienda1/global/titulo.jsp HTTP/1.1
GET /tienda1/imagenes/3.gif HTTP/1.1
GET /tienda1/imagenes/cmenbul.gif HTTP/1.1
GET /tienda1/publico/autenticar.jsp?modo=entrar&login=chuanhsi&pwd=b129a97r&remember=on&B1=Entrar HTTP/1.1
GET /tienda1/imagenes/nuestratierra.jpg HTTP/1.1
POST /tienda1/miembros/editar.jsp HTTP/1.1
GET /tienda1/miembros/salir.jsp HTTP/1.1
POST /tienda1/publico/caracteristicas.jsp HTTP/1.1
GET /tienda1/global/menum.jsp HTTP/1.1
GET /tienda1/publico/autenticar.jsp?modo=entrar&login=bohyun&pwd=1illabarqu%ED2&remember=on&B1=Entrar HTTP/1.1
POST /tienda1/publico/entrar.jsp HTTP/1.1
GET /tienda1/imagenes/nuestratierra.jpg HTTP/1.1
GET /tienda1/imagenes/3.gif HTTP/1.1
GET /tienda1/publico/productos.jsp HTTP/1.1
GET /tienda1/global/titulo.jsp HTTP/1.1
GET /tienda1/miembros/imagenes/zarauz.jpg HTTP/1.1
GET /tienda1/imagenes/1.gif HTTP/1.1
POST /tienda1/publico/pagar.jsp HTTP/1.1
POST /tienda1/publico/registro.jsp HTTP/1.1
POST /tienda1/miembros/editar.jsp HTTP/1.1
