request
GET /index.html HTTP/1.1
GET /api/users?page=1&limit=20 HTTP/1.1
GET /api/products?category=electronics HTTP/1.1
POST /api/login HTTP/1.1
GET /dashboard HTTP/1.1
GET /api/orders?status=pending HTTP/1.1
GET /about HTTP/1.1
GET /contact HTTP/1.1
POST /api/register HTTP/1.1
GET /api/users/42 HTTP/1.1
GET /api/settings HTTP/1.1
GET /api/notifications?unread=true HTTP/1.1
POST /api/feedback HTTP/1.1
GET /api/search?q=laptop HTTP/1.1
GET /api/products/128 HTTP/1.1
GET /privacy-policy HTTP/1.1
GET /terms HTTP/1.1
POST /api/checkout HTTP/1.1
GET /api/cart HTTP/1.1
GET /api/categories HTTP/1.1
GET /api/users?page=2&limit=20 HTTP/1.1
POST /api/users/42/update HTTP/1.1
GET /api/reports/monthly HTTP/1.1
GET /api/analytics?from=2025-01-01&to=2025-01-31 HTTP/1.1
GET /api/products?sort=price&order=asc HTTP/1.1
POST /api/upload HTTP/1.1
GET /api/downloads/report.pdf HTTP/1.1
GET /api/health HTTP/1.1
GET /api/version HTTP/1.1
GET /api/users/me HTTP/1.1
POST /api/comments HTTP/1.1
GET /api/posts?page=1 HTTP/1.1
GET /api/posts/15 HTTP/1.1
GET /api/tags HTTP/1.1
POST /api/subscribe HTTP/1.1
GET /api/feed HTTP/1.1
GET /api/trending HTTP/1.1
GET /api/recommendations HTTP/1.1
POST /api/review HTTP/1.1
GET /api/wishlist HTTP/1.1
GET /api/users/42/orders HTTP/1.1
GET /api/invoices?year=2025 HTTP/1.1
GET /faq HTTP/1.1
POST /api/support/ticket HTTP/1.1
GET /api/status HTTP/1.1
GET /api/metrics HTTP/1.1
GET /api/logs HTTP/1.1
POST /api/preferences HTTP/1.1
GET /api/config HTTP/1.1
GET /api/catalog?page=3 HTTP/1.1
POST /api/payment HTTP/1.1
GET /api/shipping/rates HTTP/1.1
GET /api/coupons HTTP/1.1
POST /api/apply-coupon HTTP/1.1
GET /blog HTTP/1.1
GET /blog/post/hello-world HTTP/1.1
GET /api/authors HTTP/1.1
GET /api/comments?post_id=15 HTTP/1.1
POST /api/like HTTP/1.1
GET /api/bookmarks HTTP/1.1
POST /api/share HTTP/1.1
GET /api/notifications HTTP/1.1
POST /api/mark-read HTTP/1.1
GET /api/friends HTTP/1.1
POST /api/invite HTTP/1.1
GET /api/messages HTTP/1.1
POST /api/send-message HTTP/1.1
GET /api/groups HTTP/1.1
POST /api/create-group HTTP/1.1
GET /api/events HTTP/1.1
POST /api/rsvp HTTP/1.1
GET /api/calendar HTTP/1.1
GET /api/reminders HTTP/1.1
POST /api/set-reminder HTTP/1.1
GET /api/files HTTP/1.1
POST /api/upload-file HTTP/1.1
GET /api/storage/usage HTTP/1.1
GET /api/profile HTTP/1.1
POST /api/update-profile HTTP/1.1
GET /api/security HTTP/1.1
POST /api/change-password HTTP/1.1
GET /api/sessions HTTP/1.1
POST /api/logout HTTP/1.1
GET /api/tokens HTTP/1.1
POST /api/refresh-token HTTP/1.1
GET /api/audit-log HTTP/1.1
GET /api/permissions HTTP/1.1
GET /api/roles HTTP/1.1
POST /api/assign-role HTTP/1.1
GET /api/teams HTTP/1.1
POST /api/create-team HTTP/1.1
GET /api/projects HTTP/1.1
POST /api/create-project HTTP/1.1
GET /api/tasks?status=open HTTP/1.1
POST /api/create-task HTTP/1.1
GET /api/sprints HTTP/1.1
GET /api/backlog HTTP/1.1
POST /api/update-task HTTP/1.1
GET /api/dashboard/widgets HTTP/1.1
GET /api/themes HTTP/1.1
POST /api/set-theme HTTP/1.1
